2,49, 0.832508,137.115761
2,59, 0.771561,151.888264
2,69, 1.205760,208.389078
2,79, 1.817753,309.989199
2,89, 2.555603,349.505898
2,99, 3.740715,434.408654
4,49, 0.443066,104.681241
4,59, 0.782180,166.220866
4,69, 1.296556,246.557045
4,79, 1.880898,286.400148
4,89, 2.536612,349.646619
4,99, 3.452775,430.867015
6,49, 0.578132,105.000927
6,59, 0.973217,158.053343
6,69, 1.189238,210.774321
6,79, 1.823902,287.697767
6,89, 2.546237,356.334326
6,99, 3.570226,431.718281
8,49, 0.451319,105.164490
8,59, 0.850994,162.399949
8,69, 1.252250,216.675777
8,79, 2.727392,278.479047
8,89, 2.486767,341.282367
8,99, 3.547311,426.295190
2,49, 0.451850,105.149012
2,59, 0.755697,152.507763
2,69, 1.210989,208.926895
2,79, 1.767948,271.908305
2,89, 2.503810,349.178262
2,99, 3.466465,433.691916
4,49, 0.443777,119.737769
4,59, 0.751783,152.400429
4,69, 1.186904,218.733689
4,79, 1.793244,278.150259
4,89, 2.569176,349.206645
4,99, 3.971633,438.727157
6,49, 0.446041,106.176684
6,59, 0.757579,152.069117
6,69, 1.910273,213.503110
6,79, 1.772114,286.293105
6,89, 3.919213,359.358917
6,99, 3.429991,462.481078
8,49, 0.836240,136.649077
8,59, 0.765670,160.242703
8,69, 1.187495,219.683072
8,79, 1.792631,279.159350
8,89, 2.562255,353.938410
8,99, 3.492406,434.409471
2,49, 0.444682,104.618115
2,59, 0.765953,149.305180
2,69, 1.204679,216.901755
2,79, 1.788906,272.510504
2,89, 2.562767,351.646438
2,99, 3.516043,454.823246
4,49, 0.593407,109.723762
4,59, 0.826162,169.635820
4,69, 1.183429,241.537546
4,79, 1.841748,268.660828
4,89, 2.583034,346.768658
4,99, 3.475605,425.226397
6,49, 0.484680,107.351862
6,59, 0.915533,149.860845
6,69, 1.226689,206.870135
6,79, 1.767106,269.659351
6,89, 2.523781,351.432038
6,99, 3.558052,463.489125
8,49, 0.458286,105.341549
8,59, 0.766318,152.744272
8,69, 1.234894,206.119953
8,79, 1.788273,275.423670
8,89, 2.556862,365.291585
8,99, 3.499246,428.714324
2,49, 0.443850,105.928233
2,59, 0.787544,160.555183
2,69, 1.183350,207.143854
2,79, 1.768293,271.664386
2,89, 2.491122,344.437167
2,99, 3.510229,438.134283
4,49, 0.486761,103.684434
4,59, 0.757460,150.742622
4,69, 1.183476,208.899123
4,79, 1.780951,280.844398
4,89, 2.594931,351.851675
4,99, 3.667198,441.715464
6,49, 0.457656,106.976985
6,59, 0.797720,150.793050
6,69, 1.226192,207.157629
6,79, 2.247587,288.361129
6,89, 2.683765,348.415675
6,99, 3.430300,450.347438
8,49, 0.455733,105.907438
8,59, 0.783068,150.130315
8,69, 1.197884,209.134115
8,79, 1.969226,276.026895
8,89, 2.545354,351.062295
8,99, 3.460080,436.956002
2,49, 0.486010,105.915801
2,59, 0.759940,151.630798
2,69, 1.257086,205.857210
2,79, 1.785504,275.753297
2,89, 2.543035,346.347352
2,99, 3.606442,425.041582
4,49, 0.474002,105.168737
4,59, 0.800390,165.636496
4,69, 1.228479,209.040861
4,79, 2.089470,272.300278
4,89, 3.317680,363.060717
4,99, 3.505395,428.178291
6,49, 0.468926,103.184240
6,59, 0.750936,148.109881
6,69, 1.202020,203.207140
6,79, 1.781668,272.610121
6,89, 2.475370,357.437364
6,99, 3.473664,445.151580
8,49, 0.444001,111.165538
8,59, 0.762254,158.265458
8,69, 1.623767,212.100768
8,79, 1.850233,298.045840
8,89, 4.860885,434.750336
8,99, 6.059079,525.355452
2,49, 0.441949,110.913703
2,59, 0.761474,161.965107
2,69, 1.214134,209.356587
2,79, 1.837147,277.493260
2,89, 2.507025,354.524367
2,99, 3.550062,435.588301
4,49, 0.442785,107.701016
4,59, 0.810476,151.059858
4,69, 1.222356,211.326595
4,79, 1.802321,276.926805
4,89, 2.629009,349.394872
4,99, 5.398339,439.965557
6,49, 0.490643,107.021056
6,59, 0.750525,159.376810
6,69, 1.503733,208.094784
6,79, 1.785745,270.855090
6,89, 2.557608,350.009144
6,99, 3.591416,434.065184
8,49, 0.442797,106.051124
8,59, 0.767871,157.628104
8,69, 1.224205,210.913494
8,79, 2.055598,276.609022
8,89, 2.729650,365.411033
8,99, 4.744910,434.681559
2,49, 0.444980,104.090809
2,59, 0.759176,149.878722
2,69, 1.201461,208.143326
2,79, 1.842525,272.354705
2,89, 2.561177,354.705889
2,99, 3.848209,445.668627
4,49, 0.442343,149.802954
4,59, 0.767505,157.804587
4,69, 1.200902,222.933871
4,79, 2.906291,296.944447
4,89, 2.647082,360.942260
4,99, 3.830613,493.707007
6,49, 0.451935,106.984901
6,59, 0.762602,158.803847
6,69, 1.218831,218.466857
6,79, 1.996831,319.044395
6,89, 2.746590,386.106986
6,99, 3.939527,500.472654
8,49, 0.583036,134.627397
8,59, 0.771611,173.372859
8,69, 1.316787,218.897888
8,79, 1.860892,295.180778
8,89, 2.613648,422.455079
8,99, 4.853081,531.594635
2,49, 0.492115,122.062620
2,59, 1.038102,162.701071
2,69, 1.270430,223.914267
2,79, 2.085979,327.796516
2,89, 2.641856,361.160811
2,99, 3.507461,446.791279
4,49, 0.535476,139.760437
4,59, 1.275529,181.176621
4,69, 1.335968,228.743564
4,79, 2.690668,299.401427
4,89, 2.479827,367.375369
4,99, 3.554416,441.656129
6,49, 0.443085,106.378521
6,59, 0.761284,158.594849
6,69, 1.195368,208.577608
6,79, 1.764624,276.090765
6,89, 2.696520,360.027332
6,99, 3.574543,432.963404
8,49, 0.442929,105.407869
8,59, 0.755543,150.850117
8,69, 1.198673,209.995384
8,79, 1.779996,272.178223
8,89, 2.508932,346.042891
8,99, 3.506174,428.444983
2,49, 0.441972,103.913081
2,59, 0.839722,162.186052
2,69, 1.265204,206.653433
2,79, 1.782188,289.582945
2,89, 2.818057,357.311701
2,99, 3.760610,451.038064
4,49, 0.450158,107.242011
4,59, 0.766027,156.181856
4,69, 1.196251,212.312297
4,79, 1.890778,286.316206
4,89, 2.590110,370.696799
4,99, 3.729519,487.143439
6,49, 0.559381,117.054673
6,59, 0.780888,161.390393
6,69, 1.266566,218.207930
6,79, 1.830241,308.828385
6,89, 2.647585,350.231505
6,99, 3.453534,439.397630
8,49, 0.444956,108.852483
8,59, 0.776115,154.880429
8,69, 1.245880,212.723582
8,79, 1.784653,278.351580
8,89, 3.341807,356.412890
8,99, 3.445035,424.728165
2,49, 0.487365,121.596730
2,59, 0.759352,149.485361
2,69, 1.197656,207.128085
2,79, 1.774868,274.940774
2,89, 2.626403,354.708906
2,99, 3.478852,436.871469
4,49, 0.444462,110.496638
4,59, 0.775771,150.484082
4,69, 1.207426,206.402167
4,79, 1.861331,273.092003
4,89, 2.547442,349.049466
4,99, 3.484875,434.507370
6,49, 0.442035,106.000328
6,59, 0.909648,163.379440
6,69, 1.867487,257.724209
6,79, 2.658071,331.827572
6,89, 2.545973,376.875073
6,99, 3.573673,469.847268
8,49, 0.511386,103.382224
8,59, 0.752340,205.377887
8,69, 1.348842,221.731242
8,79, 1.893883,271.800486
8,89, 2.507748,376.061412
8,99, 3.524542,430.292834
